restaurant_id,city,cuisine,price_tier_2019,price_2019,price_2024,inflation_rate,years_open_pre_2019,review_trajectory,rent_index,closed,time_to_event_months
R01740,NYC,American,$$,13.31,17.85,0.3411,0.9,0.502,1.342,0,72
R01741,NYC,Japanese,$$$$,28.67,35.04,0.2221,6.2,-0.778,1.53,0,72
R01742,NYC,Thai,$$,17.04,23.02,0.3512,10.1,0.668,1.406,0,72
R01743,Chicago,FastFood,$,11.31,14.25,0.2604,2.2,-0.972,0.997,0,72
R01744,LA,Thai,$$,14.61,18.89,0.2927,0.5,-0.662,1.041,1,34
R01745,LA,American,$$,15.9,20.55,0.2928,2.2,0.158,1.03,0,72
R01746,LA,American,$$$,18.16,22.12,0.2182,3.3,-1.171,1.206,0,72
R01747,LA,Vietnamese,$,10.36,13.99,0.3493,1.4,-0.964,1.124,0,72
R01748,LA,Italian,$$$,18.43,22.2,0.2047,3.5,1.552,1.201,0,72
R01749,NYC,Thai,$$,13.56,17.38,0.281,6.8,1.366,1.548,1,26
R01750,LA,Mediterranean,$$,13.07,17.06,0.3053,9.7,2.29,1.461,0,72
R01751,NYC,Chinese,$$,13.3,17.0,0.2782,0.5,0.451,1.446,0,72
R01752,Chicago,Mediterranean,$$,15.7,18.78,0.1957,6.6,0.645,1.243,0,72
R01753,Chicago,Thai,$$,13.4,17.58,0.3121,4.2,-0.155,1.05,0,72
R01754,NYC,Japanese,$$$,23.49,29.96,0.2754,5.3,-0.35,1.575,0,72
R01755,LA,Mediterranean,$$$,21.38,25.59,0.1973,2.7,0.872,1.362,0,72
R01756,NYC,Mexican,$,10.73,14.84,0.3828,19.9,1.362,1.581,0,72
R01757,Chicago,Mexican,$,11.77,14.94,0.2697,0.5,0.787,0.908,0,72
R01758,Chicago,Italian,$$,15.68,17.72,0.1298,1.6,-0.84,1.139,0,72
R01759,Chicago,American,$$,13.78,15.22,0.1046,2.4,0.392,0.956,0,72
R01760,NYC,Italian,$$,16.17,20.95,0.2952,4.7,-0.77,1.503,1,31
R01761,NYC,FastFood,$,8.2,10.81,0.317,19.3,-0.324,1.473,0,72
R01762,NYC,Chinese,$$,14.45,18.17,0.2578,1.4,1.636,1.663,0,72
R01763,NYC,Italian,$$$,19.07,24.45,0.282,3.7,-1.2,1.52,1,30
R01764,NYC,American,$$,13.23,17.47,0.3203,8.0,2.169,1.228,0,72
R01765,NYC,Mexican,$$,15.78,20.52,0.3006,0.5,0.55,1.864,1,25
R01766,Chicago,Indian,$$,17.19,22.27,0.2956,4.4,-0.466,1.105,0,72
R01767,NYC,Italian,$$,15.3,20.7,0.3527,10.9,0.068,1.357,0,72
R01768,NYC,FastFood,$,10.6,15.12,0.4273,10.0,-0.685,1.265,1,42
R01769,Chicago,Vietnamese,$$,12.2,16.34,0.3396,3.4,-0.547,1.121,0,72
R01770,LA,Mexican,$$,12.15,16.23,0.3357,11.3,0.073,1.062,0,72
R01771,LA,Mexican,$$,13.33,17.3,0.2978,1.0,-0.329,1.321,0,72
R01772,LA,Mexican,$$,12.44,16.39,0.3172,0.5,-0.933,1.364,1,39
R01773,Chicago,FastFood,$,9.38,12.49,0.332,2.9,-0.221,0.925,0,72
R01774,LA,Vietnamese,$,11.89,14.83,0.2471,0.6,-1.315,1.098,0,72
R01775,LA,Japanese,$$$,20.7,25.08,0.2115,3.4,-1.272,1.134,0,72
R01776,LA,Chinese,$,9.03,11.09,0.2286,2.0,-1.282,1.066,0,72
R01777,NYC,Mediterranean,$$$,18.69,24.33,0.3018,19.9,1.671,1.491,0,72
R01778,NYC,Chinese,$$,12.15,16.09,0.3242,1.0,0.406,1.516,1,43
R01779,LA,Indian,$$,16.68,20.81,0.2474,3.0,0.596,1.309,0,72
R01780,NYC,Indian,$$,15.81,21.21,0.341,6.8,0.011,1.312,0,72
R01781,LA,Italian,$$,16.91,19.91,0.1778,2.6,0.506,1.327,0,72
R01782,NYC,American,$$$,19.23,23.96,0.2455,13.6,1.176,1.288,0,72
R01783,NYC,Chinese,$$,13.49,18.33,0.359,14.3,0.408,1.604,0,72
R01784,NYC,Italian,$$$,18.54,24.03,0.2964,3.5,1.64,1.213,0,72
R01785,Chicago,FastFood,$,8.29,10.53,0.2702,0.9,-0.037,1.207,0,72
R01786,NYC,Vietnamese,$$,15.57,20.89,0.3416,14.8,0.599,1.362,0,72
R01787,LA,Thai,$$,12.31,15.4,0.2511,3.2,0.704,1.289,1,48
R01788,Chicago,American,$$,15.1,18.42,0.2201,6.1,-0.932,1.085,0,72
R01789,NYC,Chinese,$,10.4,13.81,0.3272,1.6,0.043,1.245,0,72
R01790,LA,Indian,$$,16.53,21.62,0.308,17.6,-1.841,1.326,0,72
R01791,NYC,American,$$,14.41,18.67,0.2959,4.9,-0.13,1.357,0,72
R01792,NYC,Chinese,$,11.95,15.93,0.3337,38.9,-0.279,1.398,0,72
R01793,LA,Japanese,$$$,20.05,23.98,0.1961,0.7,-0.339,1.107,0,72
R01794,Chicago,American,$$,16.18,20.22,0.2494,2.5,-0.408,1.214,0,72
R01795,NYC,Indian,$,11.58,15.37,0.3276,10.3,0.512,1.26,0,72
R01796,LA,Chinese,$,8.68,11.58,0.3344,0.6,-0.886,1.264,0,72
R01797,NYC,Mediterranean,$$$,18.46,23.15,0.254,0.5,1.86,1.345,0,72
R01798,LA,Italian,$$,12.3,15.7,0.2758,6.1,0.567,1.368,0,72
R01799,LA,Italian,$$$,20.99,24.44,0.1641,0.6,-0.803,1.585,0,72
R01800,LA,Chinese,$$,17.21,22.0,0.2785,9.7,0.647,1.113,0,72
R01801,LA,Thai,$$,13.59,17.35,0.2762,14.9,0.995,1.22,0,72
R01802,NYC,Italian,$$$,22.74,26.99,0.1869,4.4,0.369,1.385,0,72
R01803,LA,Japanese,$$$,21.9,27.06,0.2355,0.8,-1.006,1.359,0,72
R01804,LA,Chinese,$$,17.34,22.73,0.3111,3.8,2.237,1.165,1,43
R01805,LA,Vietnamese,$,10.59,12.91,0.2187,6.1,0.639,1.338,0,72
R01806,NYC,Thai,$,9.15,11.8,0.2903,18.6,-1.248,1.382,0,72
R01807,NYC,Italian,$$,17.74,20.63,0.1626,0.9,0.209,1.898,0,72
R01808,NYC,FastFood,$,11.56,16.9,0.4621,0.5,-0.22,1.115,0,72
R01809,NYC,Mexican,$$,13.76,18.59,0.3506,1.1,0.006,1.517,0,72
R01810,NYC,Mexican,$,11.39,15.34,0.3463,3.1,-1.194,1.448,0,72
R01811,NYC,American,$$,16.98,21.93,0.2916,0.5,0.054,1.442,0,72
R01812,LA,Indian,$$,17.27,22.63,0.3102,2.0,-0.831,1.242,1,37
R01813,NYC,Chinese,$$,12.8,17.52,0.3689,2.3,-0.35,1.46,0,72
R01814,Chicago,American,$$$$,25.67,29.57,0.1518,0.8,0.387,1.027,0,72
R01815,LA,Italian,$$,16.4,21.25,0.2955,3.0,-0.477,1.26,0,72
R01816,LA,American,$$$,19.16,25.34,0.3223,2.0,-0.29,1.48,1,41
R01817,LA,Vietnamese,$$,13.19,17.24,0.3067,1.2,0.82,0.861,0,72
R01818,LA,FastFood,$,7.49,10.0,0.3341,3.2,-0.889,1.498,1,40
R01819,LA,Japanese,$$$,20.38,22.32,0.0949,7.3,-0.648,1.631,0,72
R01820,Chicago,Vietnamese,$$,13.81,16.82,0.2178,6.1,-1.255,0.81,0,72
R01821,LA,American,$$,16.42,21.12,0.2859,5.5,-0.823,1.207,1,50
R01822,LA,Italian,$$$,19.13,24.68,0.29,16.4,0.129,1.415,0,72
R01823,LA,Chinese,$,9.68,12.94,0.3364,0.5,0.639,1.34,1,24
R01824,LA,FastFood,$,9.57,12.78,0.3362,2.8,-0.806,1.467,0,72
R01825,NYC,Chinese,$$,13.69,19.39,0.4163,0.8,0.61,1.516,1,19
R01826,LA,Thai,$$,13.84,18.55,0.3403,13.1,0.105,0.94,0,72
R01827,LA,Chinese,$$,13.87,17.76,0.2803,9.8,-1.383,1.403,0,72
R01828,Chicago,Thai,$$,13.01,17.81,0.3691,12.3,0.175,1.079,0,72
R01829,LA,Chinese,$,11.69,14.55,0.2452,3.6,1.194,1.431,0,72
R01830,LA,FastFood,$,8.14,10.31,0.2664,2.8,-1.892,0.998,0,72
R01831,Chicago,Vietnamese,$,10.58,13.32,0.2589,2.6,2.005,0.864,0,72
R01832,LA,Mexican,$$$,18.51,23.73,0.2821,5.5,-0.611,1.202,0,72
R01833,NYC,Vietnamese,$$,13.55,17.78,0.3118,5.8,-1.649,1.702,0,72
R01834,NYC,American,$$,13.44,17.74,0.3199,7.7,0.138,1.759,0,72
R01835,NYC,Italian,$$$$,25.97,32.42,0.2483,2.2,0.831,1.329,0,72
R01836,NYC,Chinese,$$,12.03,15.87,0.3196,11.4,-0.28,1.381,0,72
R01837,NYC,Indian,$$,14.58,18.99,0.3029,12.8,0.312,2.047,0,72
R01838,LA,Indian,$$,17.04,19.84,0.1644,1.6,2.12,1.123,0,72
R01839,LA,Italian,$$,12.63,14.57,0.1542,4.4,0.206,1.301,0,72
R01840,NYC,Mediterranean,$$,16.29,20.7,0.2707,6.7,2.982,1.373,0,72
R01841,LA,Chinese,$,11.73,14.75,0.2579,4.5,1.265,1.27,0,72
R01842,NYC,Mexican,$$,12.97,17.23,0.3284,28.2,0.052,1.307,0,72
R01843,Chicago,American,$$,17.1,22.24,0.3002,11.8,0.292,0.904,0,72
R01844,NYC,Mexican,$$,12.33,16.47,0.3363,2.3,-0.319,1.387,0,72
R01845,LA,Italian,$$,17.6,20.49,0.1639,1.9,0.25,1.124,0,72
R01846,NYC,American,$$$,19.38,24.04,0.2403,1.6,0.562,1.398,0,72
R01847,LA,Italian,$$$,19.0,25.0,0.3155,1.7,-0.404,1.278,1,33
R01848,NYC,Chinese,$$,13.1,18.29,0.3966,0.5,-1.38,1.819,0,72
R01849,LA,Indian,$$,14.89,19.5,0.3098,9.1,1.321,1.118,0,72
R01850,NYC,American,$$$,22.27,26.76,0.2019,0.5,0.973,1.288,0,72
R01851,Chicago,Thai,$$,14.44,18.42,0.2753,1.2,-1.417,1.001,0,72
R01852,LA,American,$$,14.58,18.66,0.2792,12.1,0.171,1.083,0,72
R01853,LA,Japanese,$$,15.6,19.52,0.2513,3.0,1.027,0.986,0,72
R01854,Chicago,Chinese,$,10.04,12.47,0.2415,9.7,0.924,1.136,0,72
R01855,Chicago,Thai,$$,12.87,15.98,0.2419,5.2,-0.694,1.01,0,72
R01856,NYC,Chinese,$$,12.75,16.42,0.288,1.2,0.982,1.481,0,72
R01857,NYC,Chinese,$,11.76,14.85,0.2627,2.6,0.015,1.151,0,72
R01858,NYC,Thai,$$,14.91,20.56,0.3783,3.5,0.389,1.352,0,72
R01859,NYC,Indian,$$,13.09,17.59,0.3441,8.6,-0.919,1.223,1,24
R01860,LA,American,$$,13.57,16.91,0.2458,1.2,-4.257,1.197,1,34
R01861,Chicago,Mexican,$$,13.96,18.25,0.3076,15.9,-0.777,1.016,1,32
R01862,Chicago,Mexican,$$,15.99,20.94,0.3095,1.9,0.537,1.016,0,72
R01863,LA,American,$$,13.11,18.05,0.3771,6.9,-0.205,1.108,0,72
R01864,LA,Indian,$$,15.15,20.05,0.3236,5.6,0.65,1.083,0,72
R01865,Chicago,Japanese,$$,15.61,19.7,0.2617,12.9,1.106,0.977,0,72
R01866,Chicago,Mexican,$,9.59,12.38,0.2919,2.1,-0.331,1.044,0,72
R01867,NYC,Chinese,$,11.69,15.18,0.2983,5.1,-0.429,1.353,0,72
R01868,LA,American,$$$,19.63,26.09,0.3291,8.7,-2.187,1.072,0,72
R01869,Chicago,Vietnamese,$,10.0,13.12,0.3126,4.8,-1.548,0.898,0,72
R01870,NYC,Mexican,$,10.79,14.01,0.2985,6.0,-1.34,1.34,1,49
R01871,NYC,Mexican,$$,12.58,17.14,0.3627,4.8,0.557,1.373,0,72
R01872,Chicago,Chinese,$$,13.09,17.17,0.3119,17.3,-0.321,0.877,0,72
R01873,Chicago,Mexican,$,10.85,12.86,0.1852,19.6,-0.534,0.948,0,72
R01874,Chicago,American,$$$,22.88,27.08,0.1839,1.9,-0.649,1.16,0,72
R01875,LA,Mexican,$,11.92,15.95,0.3381,4.2,-0.779,1.158,1,22
R01876,NYC,Vietnamese,$,11.74,14.48,0.2338,4.3,0.923,1.25,0,72
R01877,NYC,Indian,$$,13.49,16.34,0.2117,8.0,0.093,1.106,0,72
R01878,LA,FastFood,$,9.2,12.2,0.3265,3.1,0.991,1.496,0,72
R01879,LA,FastFood,$,10.62,14.49,0.3646,5.0,-2.193,1.376,0,72
R01880,LA,Italian,$$$,24.28,30.52,0.2569,2.4,0.533,1.242,0,72
R01881,LA,Mexican,$,10.9,15.25,0.3991,6.1,-0.484,1.38,0,72
R01882,NYC,Italian,$$$,21.94,27.52,0.2541,4.1,-0.281,1.545,0,72
R01883,LA,Indian,$$,16.01,20.19,0.2614,5.9,1.353,1.189,0,72
R01884,NYC,Mexican,$$,14.9,18.99,0.2746,0.7,-0.39,1.249,0,72
R01885,NYC,Italian,$$,17.7,21.79,0.2308,5.1,0.492,1.823,0,72
R01886,NYC,Italian,$$,17.4,22.37,0.2854,2.7,-1.018,1.376,0,72
R01887,NYC,Chinese,$$,15.38,20.89,0.3576,12.8,0.036,1.385,0,72
R01888,Chicago,Indian,$$,17.22,21.75,0.2632,1.2,-1.591,1.005,1,24
R01889,NYC,Vietnamese,$$,15.24,20.69,0.3574,10.9,-0.057,1.46,0,72
R01890,NYC,American,$$,16.58,22.28,0.3438,0.5,0.385,1.554,0,72
R01891,LA,FastFood,$,8.34,11.2,0.3438,0.5,1.106,1.268,1,35
R01892,LA,Mexican,$,8.03,11.15,0.3884,7.9,-0.818,1.12,0,72
R01893,NYC,Chinese,$,9.73,12.49,0.2837,1.2,-0.529,1.455,0,72
R01894,NYC,Italian,$$,16.77,20.9,0.2463,0.5,-0.644,1.548,0,72
R01895,NYC,Vietnamese,$,9.43,12.32,0.306,2.6,-0.254,1.339,0,72
R01896,LA,American,$$$,18.53,24.08,0.2996,3.8,-0.964,1.427,0,72
R01897,NYC,Mexican,$,9.87,12.73,0.2893,1.5,-2.157,1.446,0,72
R01898,NYC,FastFood,$,7.77,10.44,0.3439,4.5,-1.043,1.757,1,20
R01899,NYC,Italian,$$,16.56,19.16,0.157,4.3,-0.049,1.227,0,72
R01900,LA,Italian,$$$,22.36,28.17,0.2597,8.4,-0.148,1.298,0,72
R01901,NYC,American,$$,14.34,19.25,0.3423,11.1,0.552,1.303,0,72
R01902,Chicago,FastFood,$,9.22,12.5,0.3555,8.4,0.842,0.927,0,72
R01903,NYC,Vietnamese,$,11.91,16.33,0.3706,7.7,-0.45,1.616,0,72
R01904,LA,FastFood,$,10.0,13.82,0.382,6.5,-1.586,1.168,0,72
R01905,NYC,Chinese,$$,15.15,20.53,0.355,4.6,0.403,1.98,0,72
R01906,NYC,American,$$,15.9,20.85,0.3107,0.5,-0.01,1.543,0,72
R01907,NYC,Thai,$,10.32,13.86,0.3439,7.7,-0.258,1.334,1,47
R01908,Chicago,American,$$,15.35,18.37,0.1972,1.8,1.22,1.064,0,72
R01909,Chicago,Italian,$$,17.94,21.34,0.19,0.6,0.451,0.972,0,72
R01910,NYC,FastFood,$,8.95,12.2,0.3635,0.5,0.123,1.602,0,72
R01911,NYC,Chinese,$,11.38,14.84,0.3032,0.9,0.164,1.399,0,72
R01912,Chicago,Japanese,$$$$,27.02,30.84,0.1417,1.2,0.85,1.05,0,72
R01913,LA,Mediterranean,$$,17.04,20.59,0.2082,0.5,-0.69,1.229,0,72
R01914,NYC,Mediterranean,$$,14.4,18.75,0.3015,8.0,-0.88,1.464,0,72
R01915,NYC,FastFood,$,7.83,11.0,0.4053,4.5,-0.234,1.643,0,72
R01916,LA,Mediterranean,$$$,24.06,30.56,0.2705,0.9,-1.178,0.967,1,30
R01917,LA,Mexican,$$,14.09,20.54,0.4582,4.3,-0.045,1.214,0,72
R01918,LA,FastFood,$,10.27,13.28,0.294,0.5,0.097,1.103,0,72
R01919,Chicago,Japanese,$$$,18.24,22.66,0.2422,10.3,-0.069,0.851,0,72
R01920,LA,Vietnamese,$,10.16,13.96,0.3746,4.0,-0.361,1.085,1,44
R01921,NYC,Japanese,$$$,19.46,25.75,0.3233,4.2,1.653,1.346,0,72
R01922,LA,Thai,$$,14.47,19.14,0.3228,1.4,0.941,1.167,0,72
R01923,NYC,American,$$,15.51,20.68,0.3335,4.3,-0.097,1.51,0,72
R01924,NYC,Thai,$$,12.82,16.83,0.3128,3.7,0.093,1.547,0,72
R01925,NYC,Chinese,$$,12.18,17.08,0.4031,10.7,1.376,1.381,0,72
R01926,NYC,Chinese,$,11.27,15.6,0.3842,1.8,-0.585,1.754,1,32
R01927,LA,Japanese,$$$,21.3,25.72,0.2074,12.3,-0.966,1.148,0,72
R01928,NYC,Mexican,$$,15.27,20.71,0.3561,18.7,0.227,1.148,0,72
R01929,NYC,Vietnamese,$,8.76,10.97,0.2526,3.6,0.414,1.391,0,72
R01930,LA,Italian,$$$,19.16,25.02,0.3061,20.3,0.489,1.207,0,72
R01931,LA,American,$$$,20.51,26.07,0.2712,12.8,0.828,0.81,0,72
R01932,LA,Mexican,$$,12.09,16.78,0.3874,4.6,-0.733,1.387,0,72
R01933,Chicago,Chinese,$,11.82,14.95,0.2645,6.2,-1.408,0.988,0,72
R01934,LA,American,$$$,18.9,22.06,0.1672,4.1,-0.585,1.045,0,72
R01935,NYC,Italian,$$,15.08,20.84,0.3819,7.6,0.582,1.292,1,52
R01936,LA,Chinese,$$,12.95,16.92,0.3066,0.5,-0.922,1.315,0,72
R01937,LA,Chinese,$,10.78,13.48,0.25,4.0,-1.934,1.334,0,72
R01938,NYC,Chinese,$,9.28,12.79,0.3773,0.5,0.144,1.341,0,72
R01939,NYC,American,$$,15.57,21.51,0.3818,22.4,-0.567,1.232,0,72
R01940,NYC,Chinese,$,10.36,13.56,0.3099,13.9,-1.727,1.473,0,72
R01941,LA,Italian,$$,17.96,22.0,0.225,1.1,0.074,1.246,1,40
R01942,NYC,Vietnamese,$$,14.06,18.86,0.3419,1.4,-0.386,1.552,0,72
R01943,NYC,American,$$$,22.34,27.35,0.2245,3.1,1.676,1.355,0,72
R01944,Chicago,American,$$,16.27,19.45,0.1955,6.4,0.089,0.985,0,72
R01945,Chicago,Chinese,$$,15.62,21.23,0.3591,5.8,0.586,1.002,1,48
R01946,NYC,FastFood,$,9.13,12.36,0.3534,1.9,-0.017,1.628,1,56
R01947,Chicago,Japanese,$$$,20.53,24.19,0.1781,2.8,-0.598,1.173,0,72
R01948,NYC,Italian,$$,12.73,15.62,0.2274,0.9,-0.488,1.757,1,31
R01949,Chicago,Mediterranean,$$$,22.78,29.47,0.2936,1.3,1.081,1.169,1,20
R01950,Chicago,Vietnamese,$,9.52,11.25,0.1812,1.5,0.748,1.243,0,72
R01951,NYC,American,$$$,20.52,26.53,0.2927,15.6,-1.489,1.637,0,72
R01952,LA,Mediterranean,$$$,18.72,26.09,0.3931,13.0,-1.249,1.118,0,72
R01953,Chicago,Mexican,$,10.49,14.59,0.3916,7.0,-1.193,1.202,0,72
R01954,Chicago,Thai,$$,14.81,19.08,0.2887,6.8,1.06,0.848,0,72
R01955,Chicago,Vietnamese,$$,16.88,22.72,0.3458,3.0,-1.731,1.328,0,72
R01956,LA,Italian,$$$,23.73,30.74,0.2953,0.5,0.786,1.067,0,72
R01957,NYC,Chinese,$,11.85,15.57,0.3137,4.5,0.398,1.613,0,72
R01958,Chicago,Mexican,$,11.0,14.69,0.3362,0.5,0.147,1.189,0,72
R01959,LA,FastFood,$,8.65,12.37,0.4294,0.5,-0.473,1.268,0,72
R01960,LA,Chinese,$$,12.62,15.61,0.2368,1.4,1.189,0.938,0,72
R01961,NYC,Chinese,$$,16.13,21.76,0.3488,4.5,0.113,1.294,0,72
R01962,LA,Vietnamese,$$,13.14,17.45,0.3281,9.5,-1.444,1.252,0,72
R01963,NYC,Indian,$,10.69,13.96,0.3052,3.1,-1.211,1.565,1,21
R01964,LA,Chinese,$$,14.12,18.36,0.3007,7.9,-1.645,1.175,1,43
R01965,NYC,Thai,$$,13.56,17.92,0.3216,0.5,1.2,1.463,0,72
R01966,LA,American,$$,16.11,20.55,0.2758,2.5,1.424,1.006,0,72
R01967,Chicago,Thai,$$,14.64,19.27,0.3159,7.5,1.086,1.237,0,72
R01968,LA,Mexican,$$,15.51,20.84,0.3438,1.7,-0.143,1.147,0,72
R01969,LA,Mexican,$$,14.91,19.54,0.3111,10.2,-1.426,1.319,0,72
R01970,NYC,American,$$,13.98,17.31,0.238,0.5,-1.054,1.716,0,72
R01971,Chicago,Chinese,$$,12.86,16.03,0.2464,24.1,-0.989,0.871,0,72
R01972,LA,American,$$,14.76,18.79,0.2731,14.9,-0.046,1.219,0,72
R01973,NYC,Mexican,$,9.23,12.05,0.3047,9.9,1.387,1.499,0,72
R01974,NYC,Indian,$$,14.22,19.15,0.3473,2.2,1.384,1.406,0,72
R01975,NYC,Mediterranean,$$$,23.7,31.08,0.3115,0.5,-0.488,1.621,0,72
R01976,LA,Thai,$,10.29,13.86,0.3472,1.6,-2.237,1.108,0,72
R01977,Chicago,FastFood,$,8.46,10.82,0.2781,6.6,-1.167,1.007,0,72
R01978,LA,Mediterranean,$$,16.83,20.67,0.2284,4.4,1.189,1.148,0,72
R01979,NYC,Japanese,$$$,23.17,30.74,0.3268,0.7,0.232,1.917,1,3
R01980,Chicago,Japanese,$$$,18.5,22.69,0.2265,0.6,-0.356,0.924,0,72
R01981,NYC,Mediterranean,$$,13.15,16.83,0.2799,10.7,-0.425,1.586,1,41
R01982,Chicago,FastFood,$,6.63,8.92,0.3449,2.8,-0.751,1.241,1,24
R01983,NYC,FastFood,$,10.8,15.05,0.3931,2.7,-1.204,1.299,0,72
R01984,LA,Indian,$$,12.15,14.79,0.2172,3.6,2.072,1.214,0,72
R01985,Chicago,Chinese,$,11.88,15.91,0.3392,18.5,1.718,0.888,0,72
R01986,NYC,FastFood,$$,12.41,16.63,0.3395,12.1,-0.822,1.139,1,20
R01987,LA,FastFood,$,7.45,10.61,0.425,21.4,-1.754,1.092,0,72
R01988,Chicago,Vietnamese,$$,12.23,14.84,0.2133,14.3,0.169,0.934,0,72
R01989,NYC,Mediterranean,$$$,20.59,26.89,0.3059,4.0,-0.147,1.364,0,72
R01990,NYC,American,$$$,19.21,24.41,0.2707,4.9,0.628,1.399,0,72
R01991,LA,FastFood,$,6.69,8.3,0.2412,5.4,0.855,1.201,0,72
R01992,NYC,Mexican,$,10.99,15.09,0.3729,4.4,-1.17,1.256,0,72
R01993,NYC,Mediterranean,$$,17.95,21.43,0.1938,5.9,1.28,1.512,0,72
R01994,LA,Mexican,$$,17.69,23.09,0.3054,6.3,-0.353,1.388,0,72
R01995,LA,Italian,$$,15.69,20.17,0.2852,9.5,0.608,1.408,0,72
R01996,NYC,Mexican,$,11.44,15.02,0.3135,3.9,-0.261,1.405,0,72
R01997,NYC,Japanese,$$$,23.73,29.06,0.2248,8.1,0.922,1.614,0,72
R01998,Chicago,Chinese,$$,14.53,19.04,0.31,4.0,-2.362,0.922,1,56
R01999,LA,FastFood,$,9.61,12.75,0.3275,19.5,0.738,1.152,0,72
R02000,Chicago,American,$$,13.74,16.62,0.2097,6.7,-0.832,1.049,0,72
R02001,NYC,Mediterranean,$$,15.45,20.91,0.3537,6.1,0.073,1.393,0,72
R02002,Chicago,Italian,$$$,18.71,21.36,0.1416,3.3,1.245,0.859,0,72
R02003,LA,Mexican,$$,15.69,20.35,0.297,1.0,-0.803,1.326,0,72
R02004,NYC,Indian,$$,13.89,18.66,0.3433,0.7,-0.96,1.313,0,72
R02005,Chicago,Indian,$$,14.44,17.16,0.1884,1.1,-0.372,0.94,0,72
R02006,LA,American,$$,13.3,17.94,0.3488,12.5,-0.435,1.362,0,72
R02007,NYC,Thai,$$$,19.58,25.44,0.2992,1.1,-1.05,1.547,0,72
R02008,NYC,Thai,$$,14.39,19.49,0.3537,12.2,0.106,1.481,0,72
R02009,LA,American,$$$,19.43,25.32,0.3036,3.3,0.158,1.006,0,72
R02010,NYC,FastFood,$,8.55,11.56,0.3524,9.9,0.463,1.261,1,26
R02011,NYC,Indian,$$,14.72,18.79,0.276,5.4,-0.82,1.521,0,72
R02012,NYC,Vietnamese,$,8.78,11.66,0.3279,5.8,-0.944,1.564,0,72
R02013,NYC,Italian,$$,12.22,15.71,0.2856,8.3,-0.119,1.495,0,72
R02014,NYC,Mexican,$$,15.66,20.21,0.2907,2.4,-0.245,1.37,1,34
R02015,LA,Chinese,$$,13.18,16.35,0.2398,0.5,-0.226,1.129,1,48
R02016,NYC,Indian,$$,15.05,20.68,0.3742,6.3,-0.707,1.488,1,34
R02017,NYC,Indian,$,11.58,14.63,0.2633,2.8,0.33,1.248,0,72
R02018,LA,Italian,$$,15.3,19.09,0.2477,5.1,-0.942,1.213,0,72
R02019,NYC,American,$$$,19.37,24.6,0.2699,7.0,-0.122,1.227,0,72
R02020,LA,Chinese,$$,17.78,22.98,0.2921,1.5,-0.306,1.058,1,30
R02021,NYC,Chinese,$,11.62,16.18,0.3915,3.2,-0.033,1.481,1,43
R02022,NYC,FastFood,$,9.59,13.0,0.3557,2.5,1.185,1.555,0,72
R02023,NYC,Japanese,$$$,22.77,28.51,0.2522,0.5,-1.315,1.511,0,72
R02024,LA,Chinese,$$,12.72,16.37,0.2865,3.5,-2.391,1.05,0,72
R02025,NYC,Japanese,$$$$,30.7,38.22,0.2448,6.9,-0.594,1.158,0,72
R02026,Chicago,Italian,$$,16.59,19.35,0.1665,0.5,-1.151,0.999,0,72
R02027,NYC,Indian,$$$,18.13,23.11,0.275,3.1,-3.012,1.154,0,72
R02028,LA,FastFood,$,9.1,12.96,0.4232,2.5,1.746,1.344,1,53
R02029,LA,American,$$,15.95,20.67,0.2956,5.2,0.56,1.054,0,72
R02030,NYC,American,$$$,20.48,25.86,0.2627,0.9,0.667,1.896,1,31
R02031,LA,Italian,$$$,18.97,24.26,0.2791,1.5,-0.285,1.069,0,72
R02032,NYC,American,$$,15.72,18.88,0.2006,6.6,0.421,1.533,0,72
R02033,NYC,Italian,$$$,23.07,30.43,0.3188,3.4,-0.423,1.327,0,72
R02034,NYC,Mexican,$$,15.65,21.99,0.4048,4.4,0.814,1.421,0,72
R02035,LA,Mediterranean,$$$,21.11,29.16,0.3818,5.7,0.189,1.227,1,27
R02036,Chicago,Japanese,$,10.93,13.88,0.2706,0.6,-0.037,1.109,0,72
R02037,NYC,American,$$,17.32,22.55,0.3019,6.1,0.039,1.639,0,72
R02038,LA,Mexican,$$,12.99,17.98,0.3846,6.9,1.465,1.309,0,72
R02039,LA,Thai,$$,13.91,17.51,0.2587,3.8,0.167,1.359,0,72
R02040,NYC,Chinese,$$,14.51,18.86,0.3002,5.1,-1.03,1.347,0,72
R02041,LA,Japanese,$$$,23.06,28.75,0.2468,13.6,0.336,1.297,0,72
R02042,LA,Thai,$$,15.82,21.49,0.3584,12.6,0.489,1.152,0,72
R02043,Chicago,Japanese,$$$,20.96,24.68,0.1772,6.3,-0.145,1.126,0,72
R02044,Chicago,FastFood,$,11.13,14.05,0.2619,8.8,-0.052,1.014,0,72
R02045,NYC,Chinese,$$,14.96,19.92,0.3318,12.5,-1.066,1.562,0,72
R02046,NYC,Indian,$$,15.99,21.36,0.3359,10.1,0.097,1.502,0,72
R02047,LA,FastFood,$,9.29,12.12,0.3048,6.9,-1.214,1.315,0,72
R02048,NYC,American,$$$,19.71,25.88,0.3135,8.6,-0.251,1.316,0,72
R02049,NYC,Vietnamese,$$,13.82,19.33,0.3984,7.3,-0.669,1.201,1,32
R02050,Chicago,Japanese,$$$,21.56,27.59,0.28,4.9,0.983,1.126,0,72
